smiles_gdb,smiles_b3lyp,atom_coords,vibrationalfrequence,A,B,C,miu,alpha,homo,lumo,gap,R2,zpve,Uo,U,H,G,Cv
COC1CC(=O)C1,COC1CC(=O)C1,"C	0.2070114191	1.502618139	-0.139389532	-0.240615
O	-0.3178376646	0.2013798126	-0.2907655616	-0.237512
C	0.478295152	-0.6280018819	-1.0895217556	0.140817
C	1.7855662246	-1.2071460388	-0.4466126951	-0.372704
C	1.2847740248	-2.6015917374	-0.8575956338	0.397208
O	1.8039221068	-3.6758021138	-0.9422575829	-0.286678
C	-0.1041519739	-2.0574529803	-1.2231196269	-0.370195
H	1.1893964272	1.4947224955	0.356210394	0.110158
H	0.3143688896	2.0111144231	-1.1100727464	0.108711
H	-0.4954262422	2.0651751472	0.4795942999	0.132247
H	0.6779230058	-0.1582970554	-2.0636270314	0.076602
H	2.7579719396	-0.9004221266	-0.8383300151	0.126967
H	1.7778803912	-1.087308953	0.6426050903	0.138253
H	-0.8340545407	-2.2510565796	-0.4295861733	0.145709
H	-0.5247831893	-2.3668653706	-2.1819621902	0.131033",66.3904	112.8128	194.5637	248.5187	380.8847	404.9515	439.9216	501.7132	646.4283	666.5237	756.198	904.7355	930.1633	995.7838	1014.2759	1078.9677	1107.8998	1156.9918	1174.8175	1181.1751	1188.4912	1237.2929	1251.1877	1280.9914	1383.4981	1416.6552	1439.039	1483.6506	1487.2687	1508.2662	1896.9018	2977.0116	2998.4335	3026.2086	3053.4445	3061.5779	3120.2927	3121.3597	3126.7456,8.2862,1.51186,1.35316,2.968,58.38,-0.2422,-0.0209,0.2212,872.3949,0.123071,-345.650105,-345.642843,-345.641899,-345.681734,25.861
OCC1CC(=N)O1,OC[C@H]1C[C]([NH])O1,"O	-0.023854608	1.5141794259	0.0328951325	-0.416294
C	0.0148232865	0.1541448431	-0.3443769768	-0.067894
C	-1.2810872865	-0.5502978209	0.0012335684	0.11201
C	-1.2895360299	-2.0914590045	0.0355130091	-0.385577
C	-1.4955614422	-1.9040417622	1.5245121835	0.444745
N	-1.632433746	-2.6732896319	2.5025704603	-0.533412
O	-1.493611754	-0.5208861872	1.4605970599	-0.278711
H	-0.2156840706	1.533919919	0.977938126	0.295456
H	0.1710903518	0.1263484903	-1.4285849975	0.118773
H	0.8542273198	-0.37963309	0.1305835352	0.093978
H	-2.1312520401	-0.0770233197	-0.4970992066	0.10459
H	-2.115968097	-2.580446521	-0.4813814433	0.143207
H	-0.3500009319	-2.5771717971	-0.2370590602	0.139107
H	-1.7574419319	-2.1534723538	3.3728527596	0.230021",83.3231	124.7545	221.7848	372.6342	424.1332	430.9454	495.9806	521.6591	713.415	823.6806	866.7429	882.7978	939.7896	992.1616	1017.4176	1045.6973	1079.7547	1097.9541	1159.6654	1210.2833	1234.0191	1246.4242	1311.7294	1352.5893	1400.1719	1434.0253	1464.2432	1493.1611	1829.515	2976.0494	3069.6011	3084.943	3087.819	3142.567	3478.6026	3796.0615,6.9034,1.67937,1.47296,1.2437,55.23,-0.2659,0.021,0.2869,807.6631,0.113694,-361.707841,-361.701076,-361.700132,-361.738859,24.5
OCC1CC(=O)C1,OCC1CC(=O)C1,"O	0.0177656089	1.3288083727	-0.3170883597	-0.419596
C	0.0149971752	-0.051498507	0.0098743749	-0.09005
C	-1.4287535902	-0.4976562003	0.1219093854	0.036217
C	-2.2583398837	-0.4863450044	-1.2005156324	-0.344458
C	-2.6259694063	-1.9527206754	-0.9274816241	0.4041
O	-3.4000602612	-2.7221633527	-1.416530635	-0.287016
C	-1.6639770073	-2.0330184229	0.2731704704	-0.375898
H	0.9302788195	1.6185565451	-0.4078141335	0.289336
H	0.5221658657	-0.6482752553	-0.7679607602	0.081755
H	0.5385945358	-0.2420435733	0.960864342	0.090665
H	-1.922531753	0.0740465225	0.911406748	0.090782
H	-3.0991148242	0.2080652047	-1.269308951	0.133123
H	-1.6442320806	-0.3684373508	-2.1001360383	0.132798
H	-0.7796929116	-2.6422190858	0.0509726841	0.127179
H	-2.1024315069	-2.3929494171	1.2073344692	0.131063",36.3564	110.7739	211.7983	266.0441	352.5161	411.0957	417.3751	495.3978	645.8127	672.6018	765.1261	901.935	912.3638	953.3817	1008.3534	1060.1299	1083.93	1103.391	1124.956	1188.0697	1192.4028	1225.7683	1245.404	1280.2693	1284.4945	1360.1987	1426.4286	1446.0952	1461.4569	1520.1493	1894.8201	2951.1128	2984.0879	3045.1442	3056.0367	3080.8201	3110.5953	3115.7893	3829.8329,7.64253,1.46646,1.31063,3.483,57.88,-0.2404,-0.0177,0.2227,882.5778,0.12355,-345.655968,-345.648615,-345.647671,-345.688146,26.192
OCC1CC(=O)N1,OC[C@H]1CC(=O)N1,"O	0.0651788722	1.4385286206	0.1415538738	-0.418815
C	0.0421315775	0.0586466498	-0.1827548239	-0.071603
C	-1.3555290577	-0.5320741315	-0.0716976086	0.050621
C	-1.4685707366	-2.0843206149	-0.0583340725	-0.41065
C	-2.111901641	-1.9128915194	1.3396207134	0.431577
O	-2.6314244264	-2.6291342528	2.1490958665	-0.346601
N	-1.8910573455	-0.5483697115	1.3048960618	-0.342991
H	-0.0579210874	1.5111160956	1.0936967092	0.285389
H	0.3922562453	-0.0219213103	-1.2177153469	0.116947
H	0.7320403137	-0.5169221858	0.4531775111	0.092971
H	-2.0295174976	-0.0430670575	-0.7833649883	0.094133
H	-2.1411100061	-2.5167182544	-0.8003471329	0.138092
H	-0.5200941897	-2.6261016324	-0.0625708735	0.132093
H	-2.3593945506	0.1771724745	1.8295701808	0.248837",83.7454	112.2348	226.2368	303.7939	383.5986	438.169	448.1267	532.7276	568.0727	728.566	820.2286	903.1731	936.8928	1002.9287	1029.9012	1064.5221	1092.5982	1136.3301	1172.4924	1194.4864	1227.4358	1272.6989	1352.5638	1379.1871	1401.0614	1421.8338	1458.6734	1492.0286	1900.2921	2990.7557	3051.2621	3077.9908	3084.9554	3145.0567	3596.9334	3813.8238,7.37564,1.55802,1.38055,2.1305,54.52,-0.2545,0.0242,0.2787,837.9924,0.113556,-361.728293,-361.721276,-361.720332,-361.759573,25.178
OCC1CC(=O)O1,OC[C@H]1CC(=O)O1,"O	0.0053200879	1.5114480981	0.0130931479	-0.414452
C	0.0391613164	0.1418390737	-0.3230912408	-0.067929
C	-1.2832681367	-0.5342066561	-0.0230168316	0.11738
C	-1.3210107626	-2.0701369934	0.0392783123	-0.441267
C	-1.5893746788	-1.8433355545	1.5284250881	0.4539
O	-1.7760113373	-2.4936058085	2.5031719133	-0.307135
O	-1.5591314218	-0.4711692606	1.4275237899	-0.264014
H	-0.2149164051	1.5654170666	0.9506310324	0.298129
H	0.2462001501	0.0810444236	-1.3972943394	0.121502
H	0.8454974172	-0.3924500893	0.2057030353	0.095497
H	-2.104188394	-0.0572650264	-0.5632951103	0.110983
H	-2.1364470244	-2.5608237639	-0.49340713	0.150826
H	-0.3811013909	-2.5845673191	-0.1726365272	0.146581",88.0452	131.806	223.5672	378.4995	427.2401	452.1076	522.5416	540.3824	722.3227	833.4767	874.1437	931.6487	990.1017	1043.3398	1079.9178	1096.331	1120.8225	1163.7412	1223.8654	1227.301	1301.2909	1348.4118	1401.4408	1434.2356	1455.3786	1492.4624	1945.6746	2975.7519	3072.5203	3087.6704	3097.6369	3147.5215	3796.7586,7.00548,1.68055,1.47742,2.8699,50.3,-0.2796,0.0025,0.2821,788.3577,0.10167,-381.612648,-381.606056,-381.605112,-381.643529,23.492
CC1CC(CO)C1,C[C@H]1C[C@@H](CO)C1,"C	-0.0191853618	1.5911859665	0.0654334504	-0.406412
C	0.0613590817	0.0729323709	0.0471928574	0.061577
C	1.0892985865	-0.6195357124	-0.8941296665	-0.260405
C	1.3637208708	-1.6573620235	0.2277952343	0.063074
C	2.7890582448	-2.115293617	0.4487491196	-0.096862
O	2.8105586259	-2.9513160606	1.5978160366	-0.423073
C	0.7291272498	-0.6669183973	1.2412323696	-0.230036
H	0.9674755743	2.0348892365	0.2428737477	0.107811
H	-0.3940163093	1.9836326601	-0.8869267852	0.111243
H	-0.6893416342	1.9452247829	0.8571433303	0.112834
H	-0.9350410778	-0.347672753	-0.1321329277	0.069298
H	0.7380144855	-0.9876849274	-1.8615820553	0.092694
H	1.9615850455	0.0234500234	-1.0637023123	0.090562
H	0.7250594288	-2.5386705162	0.1058032809	0.076607
H	3.1504992636	-2.6529312576	-0.4443602779	0.081102
H	3.4398541995	-1.2348466549	0.5847615572	0.075925
H	3.7182921791	-3.2282658931	1.7522965777	0.28518
H	1.4961598541	-0.0436397629	1.7157860407	0.091
H	0.0838114031	-1.0751310643	2.0220076925	0.097881",76.3705	105.1295	199.9825	239.1808	261.7997	307.0199	382.7353	407.9839	443.7308	602.8423	775.6723	811.8944	894.2134	896.7865	938.182	952.7802	985.0078	1041.1465	1065.7861	1092.2351	1136.4895	1141.5942	1172.8058	1229.3993	1230.0056	1243.4827	1268.9372	1273.0457	1289.2983	1305.3056	1363.7374	1382.9621	1410.6706	1461.0412	1475.6494	1494.2729	1496.4283	1501.2098	1520.4445	2949.1933	2975.3818	3019.7437	3029.8672	3033.0308	3042.0205	3054.3477	3086.9828	3087.534	3096.205	3108.4096	3829.1744,6.72748,1.36017,1.25615,1.2181,68.05,-0.2607,0.0784,0.3391,1002.5383,0.171293,-310.90878,-310.900748,-310.899803,-310.941019,29.493
CC1CC(CO)O1,C[C@H]1C[C@@H](CO)O1,"C	0.4428104619	1.4002693758	0.2200803608	-0.398531
C	0.0308856674	-0.0396654086	-0.006055609	0.179409
C	0.4909717186	-0.7500953497	-1.3000353375	-0.330465
C	1.1707859458	-1.753391968	-0.3487524606	0.14134
C	2.6823928226	-1.8922727962	-0.3955183546	-0.064823
O	3.1616950941	-2.4830250884	0.7953520495	-0.421423
O	0.7846596293	-0.9739383689	0.814210092	-0.327594
H	1.5078239915	1.5400674536	0.0104957323	0.119309
H	-0.1321882108	2.0674852336	-0.4316191016	0.118127
H	0.2554573407	1.6931255796	1.2580500221	0.128639
H	-1.0436844352	-0.1586837881	0.1892010663	0.078072
H	-0.2980119308	-1.1474495569	-1.9390394885	0.111371
H	1.1881100063	-0.1656630038	-1.9066596448	0.107022
H	0.7057432231	-2.747218272	-0.3136460679	0.081327
H	2.9818849713	-2.5421579427	-1.2260314749	0.105645
H	3.1324255978	-0.8994228503	-0.5638368741	0.078839
H	2.7732500665	-1.970223499	1.5153105905	0.293736",56.4317	114.578	207.8586	239.6854	332.2834	385.0502	429.3715	467.1042	498.1003	697.4237	824.1688	872.4176	902.3486	919.4414	953.265	1033.9932	1047.7242	1084.183	1105.0758	1133.3826	1153.9044	1199.8579	1221.9972	1254.5756	1286.5274	1324.0527	1349.3882	1380.0786	1399.9747	1413.1217	1438.1643	1482.0069	1490.5555	1494.8173	1499.0559	2963.4658	3005.7946	3022.0274	3032.7989	3065.155	3068.2229	3105.2253	3112.2207	3132.6393	3781.2134,5.27803,1.69725,1.54148,2.6241,60.43,-0.2462,0.0758,0.322,853.6911,0.148037,-346.839066,-346.831517,-346.830573,-346.871068,27.402
CCC1CC(C)C1,CC[C@H]1C[C@@H](C)C1,"C	0.0389171527	1.5545174608	0.1014845293	-0.377039
C	-0.1412345092	0.0416776472	-0.0610572462	-0.194444
C	0.6588920937	-0.5374032436	-1.2206105587	0.072401
C	2.2119533489	-0.5816219932	-1.128327976	-0.238509
C	2.1801691633	-1.9723397089	-1.8228163997	0.061763
C	3.1450445453	-3.0536192617	-1.3619575333	-0.406391
C	0.6787892271	-2.076767658	-1.4326139679	-0.256644
H	1.0898570745	1.811467961	0.2732715498	0.117449
H	-0.2888142596	2.0904463134	-0.7964632899	0.111842
H	-0.539809064	1.938186992	0.9475489389	0.109451
H	0.1562386396	-0.4661543831	0.8666749819	0.087405
H	-1.2055059407	-0.1887049274	-0.2059477638	0.091443
H	0.3621477392	-0.0408092281	-2.1531777093	0.063252
H	2.785499458	0.2179712781	-1.6046334727	0.090052
H	2.5407072949	-0.6705785185	-0.0855019474	0.089863
H	2.2657169299	-1.8388932115	-2.9077028305	0.067647
H	3.07701958	-3.2045938128	-0.2782727341	0.108226
H	2.9301920289	-4.0136250976	-1.845335964	0.111388
H	4.1827107148	-2.78916748	-1.5959288383	0.111295
H	0.5561056413	-2.606415624	-0.4801383651	0.090204
H	-0.0154540084	-2.5071858541	-2.1595447231	0.089347",81.2451	104.8959	187.4223	234.0327	243.0139	303.621	389.0757	404.1251	429.1372	581.1094	757.7199	788.4498	810.5671	895.8492	902.6875	941.1538	953.4804	972.5055	996.7273	1022.3365	1082.4306	1118.9761	1141.2035	1156.4034	1200.7334	1233.5244	1243.0381	1265.9762	1270.4113	1294.5423	1310.1623	1346.1527	1370.3728	1397.4085	1409.6245	1412.4629	1475.6768	1484.8135	1494.895	1496.7624	1499.7378	1503.2381	1508.1361	3007.064	3018.6067	3020.0463	3028.5612	3029.5854	3029.8701	3037.7442	3043.2849	3086.4717	3086.8825	3090.7197	3095.2839	3098.2497	3101.2799,6.49486,1.34605,1.24074,0.1113,75.11,-0.2798,0.089,0.3688,1060.4553,0.194759,-274.988525,-274.980298,-274.979354,-275.020849,30.76
CCC1CC(C)O1,CC[C@H]1C[C@@H](C)O1,"C	-0.31307168	1.4239987779	-0.1303206177	-0.379451
C	0.0062002944	-0.068850476	-0.010825425	-0.188395
C	0.8894005426	-0.5646336447	-1.141938007	0.182717
C	1.0729692591	-2.0839914284	-1.3377913274	-0.326808
C	0.5655744298	-1.8194392448	-2.7722456112	0.181773
C	-0.6392016795	-2.5849098661	-3.279716936	-0.397722
O	0.2526805909	-0.4439566575	-2.4399664931	-0.315356
H	0.5986325527	2.0294700993	-0.0778449221	0.111889
H	-0.7989250914	1.632107673	-1.087750473	0.137457
H	-0.9801310611	1.75320305	0.6718798859	0.109516
H	0.5143199267	-0.2780282619	0.9403710561	0.092909
H	-0.9228579614	-0.6523057152	-0.0114571883	0.09443
H	1.8436322489	-0.0148675647	-1.1380167969	0.065037
H	2.0854047534	-2.4776071397	-1.2365312545	0.103633
H	0.3871168933	-2.6872213599	-0.7364570169	0.10207
H	1.372957261	-1.8528252994	-3.5187693129	0.069324
H	-1.4424846371	-2.5827985944	-2.5363998426	0.11686
H	-1.0217243975	-2.1301175859	-4.1991374271	0.126305
H	-0.3680936847	-3.6235737016	-3.4997747005	0.113812",54.577	106.1014	191.9611	227.0655	242.9972	327.3598	398.3294	422.9966	457.6319	670.2374	778.8744	812.1181	894.647	909.5805	919.069	961.5944	978.9305	1021.9011	1071.8522	1099.6325	1121.8732	1141.5281	1184.4209	1206.7072	1250.8867	1274.5011	1298.159	1321.0463	1353.095	1380.7332	1401.8744	1409.3647	1421.7217	1473.3493	1481.0991	1490.1499	1495.4057	1498.9132	1509.6979	2975.7491	2988.7183	3016.9272	3031.5241	3036.4591	3057.1661	3063.9975	3102.6995	3103.4644	3110.5841	3119.2542	3126.0795,5.53078,1.58312,1.45144,1.5092,67.98,-0.2395,0.0916,0.3312,935.7818,0.17085,-310.917273,-310.909253,-310.908309,-310.94974,29.154
CCC1CC(O)C1,CC[C@H]1C[C@@H](O)C1,"C	-0.1675544169	1.5057373787	0.0518443951	-0.377778
C	0.1157081992	0.0036756643	-0.0518717058	-0.190191
C	0.7643036951	-0.5724585469	1.2003866255	0.062511
C	-0.0732931893	-0.6667262451	2.5106633033	-0.245245
C	0.5956532002	-2.0250057797	2.7932090922	0.148459
O	-0.2747665026	-2.992161768	3.3344398322	-0.432462
C	0.9872673783	-2.10929174	1.2920661958	-0.289437
H	0.7567029279	2.0728886743	0.2099724935	0.111875
H	-0.6398858803	1.8869413674	-0.8588819265	0.110719
H	-0.8369062011	1.7250968252	0.8907155889	0.119261
H	-0.8208820392	-0.5353854164	-0.2480141683	0.091641
H	0.7656928128	-0.1896579728	-0.9159315132	0.092383
H	1.7059416629	-0.0461563931	1.399216868	0.0649
H	0.0223082177	0.121250776	3.2607726879	0.094931
H	-1.1340534997	-0.8237657166	2.2878393885	0.107777
H	1.4893130358	-1.8996107278	3.4223748818	0.062481
H	0.2238246572	-3.803521165	3.47424903	0.27976
H	0.2126914249	-2.6520079261	0.7399043589	0.101149
H	1.969043127	-2.5113733986	1.0276689222	0.087267",81.3931	106.5721	194.486	242.22	262.4192	348.6057	395.8397	424.6115	461.43	584.9687	766.0423	792.1889	811.2918	918.6829	929.7082	971.8407	977.8577	1016.808	1024.7737	1076.247	1121.5448	1133.9821	1180.3324	1218.044	1220.0956	1254.5694	1268.7729	1272.9978	1304.567	1328.6741	1347.2361	1390.6616	1410.5486	1430.9297	1469.8705	1484.7588	1499.6248	1501.4134	1507.7077	2986.7649	3010.1029	3024.4295	3030.1105	3044.7376	3046.0648	3054.0028	3096.2016	3102.0808	3104.1068	3113.591	3814.5096,6.6949,1.36325,1.25272,1.3826,67.86,-0.2525,0.0787,0.3311,1004.381,0.171229,-310.912991,-310.905014,-310.90407,-310.945115,29.583
COC1CC(C)C1,CO[C@H]1C[C@@H](C)C1,"C	0.1549910569	1.3387706462	0.1301088953	-0.239356
O	-0.3071574616	0.0665823578	-0.2612836681	-0.239452
C	0.5024931319	-0.541435223	-1.2316330526	0.171796
C	1.868416065	-1.1539373467	-0.8064878959	-0.268193
C	1.5321396063	-2.3810048013	-1.7035940225	0.052207
C	1.9073712109	-3.7722289096	-1.2175940153	-0.402963
C	0.038631155	-1.9451501343	-1.6598100488	-0.270792
H	1.1548953117	1.2923420903	0.5876919612	0.106311
H	0.2006451336	2.0355776423	-0.7223174665	0.101496
H	-0.5501093072	1.7304401035	0.8674247169	0.124665
H	0.6272802884	0.1285539272	-2.097886794	0.059102
H	2.7851090742	-0.5961172898	-1.012963488	0.090984
H	1.8399212694	-1.4239115122	0.2547440402	0.102103
H	1.933904995	-2.22091068	-2.7105336663	0.070378
H	1.5153519754	-3.9546957211	-0.2106277964	0.112358
H	1.5027772997	-4.5475239378	-1.878179225	0.113525
H	2.9949778565	-3.9016986643	-1.1805123004	0.11278
H	-0.4876821573	-2.4246590337	-0.8282958192	0.108133
H	-0.5638669138	-2.0368301535	-2.5662895646	0.094917",79.0927	106.273	190.8617	225.0381	256.634	306.7021	402.5683	436.1433	457.472	586.8075	773.1263	809.9506	887.7087	921.2118	953.7341	965.1003	1019.6576	1057.4551	1111.5275	1139.0384	1155.177	1174.2154	1184.0591	1221.5329	1226.2933	1257.3053	1267.2785	1271.9886	1311.8255	1371.7979	1396.5126	1412.1876	1469.8688	1481.5101	1486.4029	1494.9987	1496.6372	1501.5472	1510.0989	2964.1491	2973.642	3017.7845	3022.1606	3036.4102	3046.6859	3057.1601	3088.897	3091.7705	3107.0742	3112.2159	3115.4468,7.02721,1.42119,1.31443,1.0893,68.5,-0.2433,0.0869,0.3303,983.4652,0.170887,-310.904876,-310.896892,-310.895948,-310.937038,29.118
COC1CC(O)C1,CO[C@H]1C[C@@H](O)C1,"C	0.3215963099	0.7056418706	-0.4544432449	-0.240783
O	-0.1401341792	-0.4751601441	0.168027768	-0.252197
C	-1.5545656564	-0.5332339147	0.2944526779	0.118624
C	-2.2483120143	-1.0059449974	-1.0175013114	-0.271161
C	-2.0863291164	-2.4707784717	-0.5078143435	0.155436
O	-0.9360234462	-3.1221029807	-0.9974375449	-0.440982
C	-1.9203818033	-1.8926785041	0.9293721472	-0.263196
H	1.4118658121	0.647258047	-0.4919791443	0.130366
H	-0.0636709525	0.8147929754	-1.4782845688	0.111845
H	0.0313931893	1.5977139987	0.1206537887	0.110517
H	-1.9267263804	0.3839766255	0.7707968778	0.062833
H	-3.2949371456	-0.6905094407	-1.0619421834	0.100687
H	-1.7576918002	-0.7667832807	-1.9643981214	0.103606
H	-2.9224287289	-3.1522876751	-0.6796936557	0.079589
H	-0.1899287306	-2.5370213272	-0.8109048468	0.282076
H	-1.1553451547	-2.3526443278	1.5589224515	0.110229
H	-2.8676531526	-1.8438272529	1.4728413641	0.10251",104.2347	143.2817	199.1636	268.2313	373.6543	391.0823	415.6631	466.3103	517.3788	756.3648	820.7754	847.0174	871.002	912.6446	951.4189	996.2852	1048.2234	1077.9205	1108.3067	1149.068	1165.0604	1181.2225	1189.1892	1240.4496	1249.188	1269.4582	1294.4522	1337.76	1376.1164	1447.2423	1452.5241	1475.6962	1481.6258	1486.8711	1509.2312	2984.3591	3007.6577	3035.5876	3056.3213	3065.5534	3088.3666	3116.3568	3118.2604	3127.5076	3763.5023,4.49144,2.00149,1.83804,2.4305,60.71,-0.2487,0.0775,0.3261,774.6266,0.147939,-346.827596,-346.820264,-346.81932,-346.858807,27.341
COC1CN(C)C1,COC1CN(C)C1,"C	0.2017591101	1.3497491659	0.1105740021	-0.237021
O	-0.2349805463	0.0394323156	-0.1685016941	-0.241065
C	0.4570653179	-0.5612366179	-1.2317887211	0.13996
C	1.844001694	-1.1735893209	-0.8796283419	-0.198381
N	1.1974198046	-2.4913813934	-0.7442554518	-0.054087
C	1.8811710736	-3.6567159518	-1.2496760182	-0.319009
C	-0.0102674989	-2.0148097639	-1.4441977718	-0.190246
H	1.2567296033	1.3799795828	0.422221197	0.106736
H	0.0830507891	2.0113328227	-0.7625827197	0.1024
H	-0.4149698826	1.7296878438	0.9284817098	0.128578
H	0.4416116989	0.090362016	-2.1159466255	0.065013
H	2.5504313497	-1.1092378609	-1.7244643363	0.078477
H	2.3386607294	-0.808591156	0.0277383362	0.102951
H	2.7937833516	-3.8340358284	-0.6703472701	0.119582
H	1.2417775214	-4.5397353764	-1.1427946977	0.1204
H	2.1664521706	-3.5696372908	-2.3174368083	0.083664
H	-0.9592293417	-2.2835161422	-0.9688320652	0.11179
H	-0.0445541047	-2.2898027642	-2.5111982133	0.080256",83.0582	120.2917	189.8069	229.9436	250.7224	303.505	334.6505	398.9523	468.8258	691.5416	829.888	860.3985	926.9418	999.327	1005.9047	1024.9429	1094.7072	1130.8176	1137.3774	1170.2705	1182.6572	1194.9336	1212.1121	1247.5792	1255.6042	1276.144	1303.6799	1340.9836	1397.1312	1452.2586	1481.3817	1484.6263	1485.2812	1489.1061	1498.4276	1509.1802	1515.0915	2905.897	2957.1414	2968.1009	2971.3102	3010.4457	3019.5241	3051.7948	3053.5703	3069.1953	3095.0898	3115.8959,7.55745,1.51368,1.39077,1.5764,65.87,-0.2074,0.0875,0.2949,927.1837,0.159007,-326.934987,-326.927108,-326.926163,-326.966983,28.049
OCC1CC(O)C1,OC[C@H]1C[C@@H](O)C1,"O	-0.1084083456	1.4105847675	-0.2325032826	-0.42272
C	-0.0182938257	0.0250019509	0.0687692755	-0.092116
C	-1.4141128948	-0.557025965	0.0108105985	0.054319
C	-2.1138394463	-0.6716455035	-1.3722359124	-0.236165
C	-2.6671154491	-2.0407389213	-0.932844075	0.146883
O	-2.6632399017	-3.0164540494	-1.9488311568	-0.431207
C	-1.5732989893	-2.0944666645	0.1722712896	-0.292601
H	0.7801961091	1.7779528433	-0.2324127322	0.285957
H	0.6271551689	-0.49989789	-0.6551383744	0.080484
H	0.412713785	-0.1395807187	1.0709160071	0.082029
H	-2.0499517159	-0.0196867713	0.7217659879	0.078067
H	-2.8223667038	0.1037992565	-1.6672916887	0.102283
H	-1.3809818658	-0.8121583287	-2.1731716812	0.108319
H	-3.6663631227	-1.9378813247	-0.4849870622	0.064322
H	-3.0439677583	-3.8259885047	-1.5937768855	0.280081
H	-0.6949671273	-2.6270731833	-0.2078642371	0.101594
H	-1.8390628367	-2.4904014631	1.1558130693	0.090473",77.9109	108.1494	209.9967	259.1984	265.2512	357.2432	390.1467	433.9176	466.0318	606.9443	789.5263	811.4276	904.7081	947.6646	952.6392	1024.6195	1035.1354	1064.1822	1090.4639	1119.4644	1160.7411	1197.343	1217.2748	1238.1858	1254.7834	1266.9002	1279.3311	1290.7978	1330.8355	1368.7878	1430.2021	1461.0367	1469.7358	1498.4917	1520.7028	2952.2237	2979.6271	2990.1322	3046.0375	3056.8165	3062.9436	3106.4751	3125.2388	3814.9521	3829.5815,6.95818,1.37685,1.26766,1.8343,60.87,-0.254,0.0759,0.3299,947.1788,0.147771,-346.833271,-346.825496,-346.824551,-346.865288,28.311
CC(=N)OC1CC1,C[C]([NH])OC1CC1,"C	-0.1237860116	1.3957021042	-0.0858338714	-0.441907
C	0.006973	-0.0960583618	0.0169025459	0.403232
N	0.5196526247	-0.6661729096	1.0251508896	-0.5168
O	-0.5040457874	-0.6839423336	-1.111442927	-0.245039
C	-0.52577747	-2.0866769646	-1.1563420813	0.118468
C	-0.4848036116	-2.6878098474	-2.5228518895	-0.29197
C	0.7099389266	-2.8233339832	-1.6020287445	-0.282938
H	0.4009265434	1.7606435226	-0.9743944484	0.136784
H	-1.1758123458	1.6777026288	-0.1935244334	0.138538
H	0.2933634885	1.8609804013	0.8059655344	0.146936
H	0.5444367967	-1.6797831808	0.917943786	0.219436
H	-1.1637898255	-2.5374061755	-0.3997449024	0.107675
H	-1.0988932167	-3.5593522862	-2.7172307072	0.121875
H	-0.3970828146	-1.9953403163	-3.3518871006	0.131709
H	1.5818353467	-2.2207166012	-1.8283919698	0.132356
H	0.9253416068	-3.7892560266	-1.1586989103	0.121645",86.1931	100.5673	145.3421	191.0066	346.5716	400.4883	444.0643	565.1779	603.3873	755.618	814.2724	825.2592	886.9846	897.6067	974.8195	995.4907	1040.277	1061.4679	1075.3856	1077.5452	1112.6044	1133.6096	1190.9314	1194.5017	1238.6371	1323.7251	1390.9101	1416.1454	1455.5393	1474.6036	1477.9417	1496.7842	1742.0939	3050.5421	3107.9194	3131.8387	3140.2467	3146.3715	3169.6527	3225.3176	3239.4996	3494.2079,6.30064,1.67762,1.44885,2.1399,61.95,-0.261,0.0337,0.2946,866.8092,0.135873,-325.770105,-325.762584,-325.76164,-325.801999,27.037
CC(=O)CC1CC1,CC(=O)CC1CC1,"C	-0.8466829102	0.905374541	-0.1394701537	-0.47951
C	0.2666649909	-0.0897964497	0.1284010888	0.389651
O	0.7707092248	-0.2139577376	1.2207089748	-0.304501
C	0.7048861318	-0.969555227	-1.0431008143	-0.306464
C	-0.0374964392	-2.2972185372	-1.011537287	0.038562
C	-1.3669610445	-2.4631556037	-1.7075388748	-0.25639
C	-0.136367289	-3.1479381094	-2.2505892129	-0.278623
H	-0.5105747539	1.6533763301	-0.8674850405	0.137874
H	-1.7104783614	0.3978277106	-0.5828613838	0.142371
H	-1.1392503165	1.4018942971	0.7864802305	0.139921
H	0.5217185843	-0.4670126718	-1.9996747117	0.094701
H	1.7810029124	-1.1445418963	-0.9419188956	0.122974
H	0.0795473836	-2.8308573591	-0.0727436788	0.103482
H	-2.1290305089	-3.0690434212	-1.2302852102	0.116962
H	-1.7594251218	-1.6202407215	-2.2678828224	0.109591
H	0.2948141204	-2.7599799724	-3.1677035832	0.112673
H	-0.0531769729	-4.2236611119	-2.1423330052	0.116727",21.0214	88.1747	146.307	158.9787	319.329	329.0277	396.5956	523.0054	588.0029	763.4455	788.5525	819.154	837.4967	883.7469	914.9463	972.9071	1002.0538	1054.848	1062.0902	1080.445	1131.7567	1149.3186	1199.1391	1202.5842	1228.6053	1267.8755	1310.12	1378.1325	1401.0238	1461.3977	1467.1312	1475.429	1478.7925	1506.7374	1814.295	3032.3139	3037.4201	3089.4204	3094.84	3127.9886	3133.5446	3151.5106	3153.5039	3206.7994	3222.1777,5.34125,1.56122,1.3846,2.6593,64.63,-0.2366,-0.0084,0.2282,914.8221,0.146878,-309.727603,-309.719627,-309.718683,-309.761177,28.05
